Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,ORG_TRANSPORT1,ORG_VEHPURCH,ORG_GAS,ORG_OTHRVEH,ORG_PUBTRANS
"530330113004","530330113004","530330113004, 53033011300, King, Washington","00","53","033","011300","4",,,,6093.8,2438.2,1121,1913.6,658.6
"530330113005","530330113005","530330113005, 53033011300, King, Washington","00","53","033","011300","5",,,,5884.2,2366,1151.8,1878,491.5
"530330114011","530330114011","530330114011, 53033011401, King, Washington","00","53","033","011401","1",,,,7112.6,2796.9,1422.1,2316.5,543.4
"530330114012","530330114012","530330114012, 53033011401, King, Washington","00","53","033","011401","2",,,,7233.4,2892.3,1411,2326.9,578.7
"530330114013","530330114013","530330114013, 53033011401, King, Washington","00","53","033","011401","3",,,,8437.4,3342.7,1508.8,2648.4,1013.4
"530330114021","530330114021","530330114021, 53033011402, King, Washington","00","53","033","011402","1",,,,6170.1,2458.6,1181.1,1952.9,541.7
"530330114022","530330114022","530330114022, 53033011402, King, Washington","00","53","033","011402","2",,,,6676.5,2645.4,1345.2,2148.3,530.6
"530330114023","530330114023","530330114023, 53033011402, King, Washington","00","53","033","011402","3",,,,8200.3,3236.3,1620.7,2646.4,687.9
"530330115001","530330115001","530330115001, 53033011500, King, Washington","00","53","033","011500","1",,,,9234.2,3816.4,1696.9,2900.7,809.9
"530330115002","530330115002","530330115002, 53033011500, King, Washington","00","53","033","011500","2",,,,10081,4080.8,1840.8,3184.7,988.5
"530330115003","530330115003","530330115003, 53033011500, King, Washington","00","53","033","011500","3",,,,9762.1,4017.5,1834.9,3088.3,819.6
"530330116001","530330116001","530330116001, 53033011600, King, Washington","00","53","033","011600","1",,,,8699.9,3547.6,1573.1,2752.1,857.4
"530330116002","530330116002","530330116002, 53033011600, King, Washington","00","53","033","011600","2",,,,7611.9,3120.6,1322.5,2384,831.8
"530330116003","530330116003","530330116003, 53033011600, King, Washington","00","53","033","011600","3",,,,9025.6,3664.1,1574.3,2834.2,1013.2
"530330116004","530330116004","530330116004, 53033011600, King, Washington","00","53","033","011600","4",,,,6751.3,2742.3,1233.5,2133,659.5
"530330116005","530330116005","530330116005, 53033011600, King, Washington","00","53","033","011600","5",,,,6588.1,2662.7,1136.5,2072.8,763.7
"530330116006","530330116006","530330116006, 53033011600, King, Washington","00","53","033","011600","6",,,,8023.1,3262.2,1469,2555.6,720.8
"530330117001","530330117001","530330117001, 53033011700, King, Washington","00","53","033","011700","1",,,,5293.9,1943.7,1061.9,1733.3,526.3
"530330117002","530330117002","530330117002, 53033011700, King, Washington","00","53","033","011700","2",,,,5837.7,2194,1109.8,1824.5,692.4
"530330117003","530330117003","530330117003, 53033011700, King, Washington","00","53","033","011700","3",,,,6155,2291,1125.3,1916.3,835.2
"530330117004","530330117004","530330117004, 53033011700, King, Washington","00","53","033","011700","4",,,,4551,1701.7,862.1,1443.6,519.4
"530330118001","530330118001","530330118001, 53033011800, King, Washington","00","53","033","011800","1",,,,5486.4,2142.5,1011.1,1784.7,576
"530330118002","530330118002","530330118002, 53033011800, King, Washington","00","53","033","011800","2",,,,4635.5,1796.6,906.3,1503,427.6
"530330118003","530330118003","530330118003, 53033011800, King, Washington","00","53","033","011800","3",,,,4812.6,1832.8,925.4,1557.8,486.7
"530330118004","530330118004","530330118004, 53033011800, King, Washington","00","53","033","011800","4",,,,3915.1,1456.3,822,1312,365.5
"530330118005","530330118005","530330118005, 53033011800, King, Washington","00","53","033","011800","5",,,,4913.7,1825.9,931.5,1568.5,582.7
"530330118006","530330118006","530330118006, 53033011800, King, Washington","00","53","033","011800","6",,,,8334.2,3104,1714.1,2775.5,713.3
"530330119001","530330119001","530330119001, 53033011900, King, Washington","00","53","033","011900","1",,,,7069.6,2746.3,1347.2,2267.3,693.5
"530330119002","530330119002","530330119002, 53033011900, King, Washington","00","53","033","011900","2",,,,7586.4,2968.4,1467.5,2442.8,674.6
"530330119003","530330119003","530330119003, 53033011900, King, Washington","00","53","033","011900","3",,,,5510.7,2067.4,1045.7,1776.4,617.7
"530330119004","530330119004","530330119004, 53033011900, King, Washington","00","53","033","011900","4",,,,6161.1,2331.8,1181.4,1962.8,621.2
"530330119005","530330119005","530330119005, 53033011900, King, Washington","00","53","033","011900","5",,,,6931.3,2637.7,1308.1,2210.4,750.8
"530330120001","530330120001","530330120001, 53033012000, King, Washington","00","53","033","012000","1",,,,7590,3128.7,1424.7,2406.4,614
"530330120002","530330120002","530330120002, 53033012000, King, Washington","00","53","033","012000","2",,,,7636.3,3142.4,1400.3,2411.4,684.5
"530330120003","530330120003","530330120003, 53033012000, King, Washington","00","53","033","012000","3",,,,7518,3081.4,1361.4,2355.2,722.6
"530330121001","530330121001","530330121001, 53033012100, King, Washington","00","53","033","012100","1",,,,8538.8,3476.6,1500,2680,914.3
"530330121002","530330121002","530330121002, 53033012100, King, Washington","00","53","033","012100","2",,,,10630.5,4334.7,1901.9,3340.3,1086
"530330263001","530330263001","530330263001, 53033026300, King, Washington","00","53","033","026300","1",,,,1905.1,725.6,366.8,614.9,190.7
"530330264001","530330264001","530330264001, 53033026400, King, Washington","00","53","033","026400","1",,,,3168,1236.2,632,1044,243.4
